title,author,content
그리운 그대여 , 데이비드 코리,<br>너무나 그립고 보고 싶은 그대여<br>하나하나의 모든 일에<br>그대 목소리와 웃음 소리가 울려 퍼지고<br>어느 곳에나 있는 그대 모습<br>옛날부터 잘 알고 있는 그 어떤 곳도<br>어느 것이나 다 방향을 바꾸어<br>그리운 그대를 속삭입니다<br>너무도 보고 싶은 그리운 그대<br>어디를 가든지<br>가슴에 사무치는 많은 추억들이 어려 있어요<br>눈부신 햇살 반짝이던 강물 바라보며<br>선한 미소짓던 그대<br>상큼하게 불어오는 바람은<br>그대로 아름다운 노래가 되었습니다<br>그립고 보고 싶은 그대<br>낯설고 쓸쓸한 적막 속에서<br>평범한 것이 마치 올바른 것처럼<br>빈틈없이 바쁘게 돌아가는 그 한가운데서<br>일상적인 생활을 하고 있지만<br>나는 간절히 기다리고 있어요<br>당신으로부터의 소식을...
그대 안에서 살기를 원해요 , 오부리니스,<br>그대가 있기에<br>나는 사랑으로부터 도피하기를 멈추었고<br>더 이상 내 자신 속에서만 살기를 원치 않으며<br>그대 안에서 살기를 원해요<br>그대의 말에 화답하고<br>또한 내 말에 대한 그대 화답을 통해 나는 성숙해 갈 것입니다<br>그대를 만나게 된 것이 이제까지 내게 일어난 일 가운데<br>가장 좋은 일이기 때문이니까요
그대에게 하고픈 말 , J. 칼슨,<br>당신을 사랑합니다.<br>그리고 당신의 사랑을 느낍니다.<br>그러나 나는 당신이<br>나보다는 당신 자신을<br>더 사랑했으면 좋겠습니다.<br>당신은 나를 위하여<br>너무나 많은 희생을 했습니다.<br>그리고 당신은 그 희생의 대가로<br>비로소 행복하다고 말하고 있습니다.<br>당신은 정말로 좋은 사람입니다.<br>나보다 더 나를 사랑해 주고<br>내가 당신을 사랑하는 것만큼만<br>당신 스스로를 사랑하니 말입니다.
그 슬픔을 안다 , 놀 크로웰,<br>사랑하는 이여<br>지금 울고 있는 그대 곁에 앉아<br>가만히 그대의 손을 잡게 해줘요<br>나 역시 그대와 똑같이 슬픔을 겪고 있기에<br>그 슬픔을 잘 알고 있답니다<br>그대 곁에 있게 해줘요<br>슬퍼하는 그대 곁에 조용히<br>앉아 있게만 해줘요<br>사랑하는 이여<br>눈물을 거두라고<br>말하지는 않겠어요<br>눈물마저도 위안이 될 수 있다는 것을 잘 알기 때문에<br>슬퍼하는 그대 곁에 있게 해줘요<br>가만히 그대 곁에서 그대의 손을 잡게 해줘요<br>나 역시 그대와 똑같이 슬픔을 겪고 있기에<br>그 슬픔을 잘 알고 있답니다
그대 미소만큼 소중한 건 없어요 , 레너드 니모이,<br>비 갠 후의 햇살은<br>기분 좋은 것<br>열기 뒤에 불어오는<br>산들바람은<br>반가운 것<br>눈이 올 때의 모닥불은<br>따뜻한 것<br>그렇지만<br>우리가 헤어진 후부터<br>지금까지 줄곧 나를 기쁘게 맞이하는<br>그대의 미소만큼 소중한 것은<br>아무것도 없어요
그대의 날 , 백창우 ,"<br>- 그대는 왜 태어 났는가<br>- 이 깜깜세상, 그대는 지금 어디에 서 있는가<br>- 오늘도 어김없이 하루가 시작되고 모든 길 위에 해는 빛나는데<br>- 그대 오늘 무엇을 꿈꾸는가, 어디를 향해 걸어가는가<br>오늘은 그대의 날, 여기 그대를 위해<br>가난한 내 손으로 빨간 촛불 하나 밝히네<br>그대 어느 어둠 앞에 서더라도<br>혼의 빛 잃지 않기를<br>그대 고운 눈에 별 하나 반짝이기를<br>소나기 지나간 들녘에 무지개 다리 놓이듯<br>그대 작은 가슴에 예쁜 꿈 간직하기를<br>오늘은 그대의 날, 여기 그대를 위해<br>가난한 내 손으로 맑은 술 한잔 따르네<br>그대 어느 절망 앞에 서더라도<br>혼의 노래 잃지 않기를<br>그대 고운 눈에 도랑 하나 흐르기를<br>밤이 스러진 새벽녘에 종소리 멀리 울리듯<br>그대 깊은 침묵 속에 늘 깨어있기를"
그대와 나는 , 래리 타일러,<br>사람들은<br>고요한 산중 호수에 비친 해만을 보지만<br>그대와 나는<br>그 햇살의 따스함을 느낄 수 있지요<br>사람들은<br>밤하늘의 별들을 얼어붙은 듯한 것으로 보지만<br>그대와 나는<br>그 별들의 반짝임을 보지요<br>사람들은<br>문 쪽에 서서 정원을 바라보지만<br>그대와 나는<br>그 안에서 함께 산보를 하지요
그대에게 띄우는 편지 , 루퍼트 부르크,<br>오늘은 줄곧<br>행복한 날이었소<br>하루 종일<br>그대를 떠올리며<br>튀어오르는<br>물방울 속에<br>춤추는 햇빛으로<br>웃음을 엮고<br>사랑의 조그마한 근심들을<br>하늘로 흩뿌려 날리고<br>바다의 눈부시게 하얀 파도를<br>그대에게 보냈소
그대는 특별한 사람 , 루이즈 브레포드 로웰,<br>고향을 생각하고<br>지나간 일을 떠올리며<br>내일을 생각할 때면<br>나는 그대에게<br>가까이 다가가게 되는 것 같아요<br>당신은 내 삶에<br>영원한 기쁨을 주는<br>아주 특별한 사람
그대는 나의 일부 , 릭 노먼,<br>그대는<br>나의 일부<br>내가 살아가는 데<br>꼭 필요한 한 부분<br>내가 바라고<br>소망하는 것은 단 하나<br>그대 없이<br>살아가지 않게<br>해달라는 것<br>당신을 사랑해요
그대가 없으면 나도 없습니다 , 김현태,<br>왜 그대인지<br>왜 그대여야만 하는지<br>이 세상 사람들이<br>허락하지 않는다 해도<br>그대여야만 하는 이유가 내겐 있습니다<br>한순간 한 호흡 사이에도<br>언제나 그대가 있기 때문입니다<br>허공의 옆구리에 걸린<br>잎사귀 하나가<br>수 백번 몸 뒤척이는 그 순간에도<br>아침 햇살의 이른 방문에<br>부산을 떨며 떠나는 하루살이의 뒷모습에도<br>저미는 내 가슴을 뚫고 자라나는<br>선인장의 가시 끝자락에도<br>그대가 오도카니 자리잡고 있기 때문입니다<br>거대한 운명 같은 그대여<br>죽어서도 다시 살아도 지울 수 없는 사람아<br>그대가 없으면 나도 없습니다
그대를 너무 사랑하기에 , 다몬트 발렌타인,<br>두려움을 느끼는 것이 괜찮은 것인지요<br>왜냐하면 나는 때때로 과감한 시도를 해 보는 것에<br>패배한다는 것에<br>심지어는 이긴다는 사실조차도 두려움을 느낍니다<br>너무 많이 사랑하는 것도 두려우며<br>그대가 자유롭고자 할 때 너무 구속하게 되는 것도 두렵습니다<br>그대가 나를 붙들어 주길 바랄 때<br>그대를 보내게 되는 것도 두렵습니다<br>내가 두려움을 느끼는 것이 괜찮은 일인지 알고 싶어요<br>왜냐하면 나는 그대를 너무나 사랑하고<br>그 사랑 때문에 가끔씩 두려움을 느껴요
그대를 너무 사랑하기에 , 다몬트 발렌타인,<br>그대 마음을<br>너무 많이 알아버려<br>모르고 살던 날이<br>그리워진 날<br>나는 많이 아팠습니다.
그대 어디에 가든 그대 무엇을 하든 , 낸시 수 크렌리치,<br>그대는 내 사랑이 두려운 건가요<br>그러나 제발 두려워하지 마세요<br>내 사랑은 그대를 구속하지 않을 테니까요<br>그보다는 그대가 추위를 느낄 때<br>그대에게 온기를 전해 주고<br>그대가 외로움을 느낄 때 친구가 되어 드릴 거예요<br>내 사랑은 그대에게 미소를 전하여<br>그대의 나날들을 밝혀 줄 것이며<br>그대가 슬픔을 느낄 때는 그 마음을 헤아려 줄 거예요<br>내 사랑은 그대에게 아무런 의무를 지우지 않아요<br>내 사랑은 언제나 그대를 믿고 있으니까요<br>내 사랑은 그대에게 모든 것을 다 드리지요<br>오로지 그대가 어디에 가든 그대가 무엇을 하든<br>나를 그대 마음 속에 간직하여 주시기를<br>그리고 그대여 알아주시기를<br>그대가 돌아올 때<br>나 그대를 행복하게 해 주려<br>여기 이 자리에 남아 있을 것임을
그대가 나의 사랑이 되어준다면 , A. 도데,<br>그대가 나의 사랑이 되어준다면<br>내 인생을 모두 걸고서라도<br>그대와 함께 이 길을 가겠습니다.<br>아무리 외롭고 힘겨운 길일지라도<br>그대가 내 곁에 있기만 한다면<br>언제나 행복한 길이겠지요.<br>그대만의 사람이 되어 영원히<br>저 무덤 속까지......
그대는 나의 전부입니다 , P. 네루다,"<br>당신은<br>해질 무렵<br>붉은 석양에 걸려 있는<br>그리움입니다.<br>빛과 모양 그대로<br>내가 가장 좋아하는 구름입니다.<br>그대는 나의 전부입니다.<br>부드러운 입술을 가진 그대여,<br>그대의 생명 속에는<br>나의 꿈이 살아 있습니다.<br>그대를 향한<br>변치 않는 꿈이 살아 숨쉬고 있습니다.<br>사랑에 물든<br>내 영혼의 빛은<br>그대의 발 밑을<br>붉은 장밋빛으로 물들입니다.<br>오, 내 황혼의 노래를 거두는 사람이여,<br>내 외로운 꿈속 깊이 사무쳐 있는<br>그리운 사람이여,<br>그대는 나의 전부입니다.<br>그대는 나의 모든 것입니다.<br>석양이 지는 저녁<br>고요히 불어오는 바람 속에서<br>나는 소리 높여 노래하며<br>길을 걸어갑니다.<br>사랑하는 그대여,<br>내 영혼은<br>그대의 슬픈 눈가에서 다시 태어나고<br>그대의 슬픈 눈빛에서 다시 시작됩니다."
그대를 사랑하기에 나는 오늘도 행복합니다 , K. 리들리,"<br>오늘도 난<br>그대를 사랑하고 있다는 것만으로<br>참 행복합니다.<br>내 마음에서 사랑이 식지 않고<br>시간이 갈수록<br>더 뜨겁게 타오르는 것은<br>오직 그대가 있기에<br>가능한 일입니다.<br>힘겨운 짐을 지고<br>외로이 길을 떠나는 인생일지라도<br>그대를 사랑하는 마음 지속된다면<br>나는 오늘도 행복할 것입니다.<br>홀로 걷는 인생이 되어<br>아주 먼길을 간다 해도,<br>흰머리 휘날리며<br>오랜 인생의 뒤안길에서<br>지나온 발자취를 더듬다 눈물을 흘릴지라도<br>그대를 사랑했던 내 마음 변치 않는다면<br>그 날도 나는<br>참 행복할 것입니다.<br>인생이란<br>허무한 것이고<br>허무하다 못해<br>때로는 절망이 눈덩이처럼 커지기도 하지만<br>내가 그대를 사랑하고<br>그대가 내 사랑을 받아줄 수 있다면<br>그것으로 내 인생은<br>참 행복할 것입니다.<br>행복이란 생각해 보면<br>그리 멀리 있는 것이 아닙니다.<br>사랑하는 사람과<br>함께 할 수 있다는 것은<br>그것이 한 순간으로 끝나더라도<br>그 순간만큼은 그 행복을 대신할 것이<br>아무 것도 없을 것입니다.<br>우리 사랑은<br>먼 곳에서 시작되는<br>두 개의 날개,<br>하지만 언제나 영원히<br>함께 날아가는 행복의 날개입니다."
그리워 돌아보아도 , 김태훈,<br>내 마음의 별을<br>저 하늘에 묻어두고<br>보고픈 생각이<br>날 때마다<br>살짝 꺼내어<br>그윽히 바라보다<br>누가<br>훔쳐볼까 두려워<br>얼마 보지 못한 채<br>아쉬움을 남기고<br>다시금<br>저 하늘 나만이 아는<br>어느 한구석에<br>묻어두지만<br>바쁜 생활 속에<br>행여나 잊고 살까<br>날이면 날마다<br>꺼내 보아도<br>돌아서면 그리워지는<br>알 수 없는 마음에<br>이제는 네 마음의<br>별이 되어<br>저 하늘 같은 곳에<br>묻히고 싶다
그냥 당신이기에 , 유미성,<br>홀로 있는 시간이 두려워<br>당신을 사랑한 건 아닙니다<br>삶이 힘들어 누군가에게 기대기 위해<br>당신을 사랑한 것도 아닙니다<br>산 너머에 있는 행복을 구하기 위해<br>당신을 사랑한 건 더 더욱 아닙니다<br>계절이 찾아오면 꽃이 피듯<br>언제나 하늘에는 해가 떠 있듯<br>그냥 당신이기에<br>그 자리에 서면 언제나 변함 없이<br>당신이 있기에<br>나는 당신을 사랑합니다
그리움에 빛깔이 있다면 , 인애란,"<br>시리도록 파란 하늘을 바라보던 이는<br>쪽빛 그리움이라 말할 테지<br>호숫가 잔물결 바라보던 이는<br>물빛 그리움이라 부를 테고<br>작은 꽃가게 앞을 지나던 이는<br>프리지어 향긋한 내음에 마음 빼앗겨<br>노란 그리움이라 이름 할 테지<br>하지만 내 그리움은 하얗다<br>그리운 것들은 참으로 하얗다<br>그리움이란 슬픈 이름 눈물지으며<br>까만 밤을 새하얗게 태워버린 이는<br>알 수 있을 테지<br>하룻밤 사이... 어제와 오늘을 넘나들며<br>차라리 그 어둠 가슴에 묶어버리고<br>싶었던 이는 느낄 수 있을 테지<br>그 하이얀 어둠 속에는...<br>못 견디게 푸르렀던 바다빛.<br>매운 바람의 흐느낌,<br>가을날 공원의 벤치,<br>빗물이 모여 감싸던 가로등 불빛,<br>빈 가지에 가만히 얹히던 눈송이들<br>돌아가고 싶은 날들의 풍경<br>고스란히 품고 있다는 것을<br>그리움에 빛깔이 있다면...<br>슬프도록 아름다운 하얀빛이라 말해주고 싶다"
그 사람에게 , 신동엽,"<br>아름다운<br>하늘 밑<br>너도야 왔다 가는구나<br>쓸쓸한 세상세월<br>너도야 왔다 가는구나.<br>다시는<br>못 만날지라도 먼 훗날<br>무덤 속 누워 추억하자,<br>호젓한 산골길서 마주친<br>그날, 우리 왜<br>인사도 없이<br>지나쳤던가, 하고."
그 다음 이야기 , 정우경,"<br>하늘 같은 이름으로<br>다가서고 싶은 날<br>바람이 소슬하니 불고 있었다<br>언제부터인가<br>내 안에 또 하나의 주인이 되어버린 사람<br>어쩌다가 흐르는 눈물의 제목이<br>너로 인한 그리움임을 알아버린 날<br>추억 같은 이름으로 내게 다가와<br>봄날 꽃보라처럼 던져주는<br>서러운 이야기는 ""사랑했지만......""<br>내 입안 하나 가득<br>우물우물 되뇌이는 ""잊을 수 없어......""<br>몇 마디의 이별가처럼<br>메아리로 퍼져오는 너의 인사는<br>뒷모습이 다 사라지도록<br>울리고 또 울리고<br>빗물 같은 이름으로<br>네게 다가서고 싶은 날<br>소나기 한 차례 흩뿌리고 있었다<br>사랑은 한 번쯤 치러내는 홍역과 같이<br>보기 흉한 흉터로 남아지는<br>흐르는 구름인 것을 알아버린 날<br>또다시 추억 같은 이름으로 내게 다가와<br>가을날 낙엽처럼 던져주는<br>서러운 이야기는 ""그리웁지만......"""
그대가 그립다 , 함한식,<br>바람이 불 때면 그대가 그립다<br>바람결에 날리는 머리카락에 나던<br>그대 내음이 맡고 싶어진다<br>눈이 내리는 날엔 그대가 그립다<br>하얀 눈을 맞으며 좋아라 뛰던<br>그대의 청순함이 보고 싶다<br>비가 오는 날엔 그대가 그립다<br>어깨동무로 우산을 쓸 때 전해지던<br>그대의 체온을 느끼고 싶다<br>구름 낀 날엔 그대가 그립다<br>여러 가지 모양의 구름들 속에<br>그대 닮은 구름을 찾을 수 있으니까<br>햇빛이 따사로운 날엔 그대가 그립다<br>꾸밈과 숨김이 없는<br>그대의 맑은 얼굴을 볼 수 있으니까<br>금방 만나고<br>금방 헤어져도<br>또다시 그대가 그립다
그대와 함께 있을 때 , 세리 카스텔로,<br>나는 그대와 함께할 때의<br>나의 모습이 좋아요<br>그것이 나의 진정한 모습이라는<br>생각이 들어요<br>그대 사랑의 햇빛에 싸여서<br>한층 더 성숙해지고<br>한층 더 아름다워지는<br>나의 모습을<br>나의 모든 시간을<br>그대와 함께 있을 때<br>나는 어느 사람과도<br>마음을 열고 만날 수 있는<br>보다 크고 따뜻한 모습이 되는 걸 느껴요
그대와 나 , 문홍선,<br>그대가<br>강물이라면<br>나는 그 물결 따라 흘러가는<br>나룻배입니다<br>그대가<br>바다라면<br>나는 그 안에서 숨쉬는<br>물고기입니다<br>그대가<br>새벽이라면<br>나는 그 새벽에 피어오르는<br>푸르른 안개입니다<br>그대가<br>나무라면<br>나는 그 그늘 밑의<br>나그네입니다<br>그대가<br>하늘이라면<br>나는 함께 떠도는<br>구름입니다<br>그대가<br>나룻배라면<br>나는 잔잔한<br>바람이고 싶습니다<br>그대가<br>수평선이라면<br>나는 그 수평선과 맞닿은<br>눈부신 하늘이고 싶습니다<br>그대가<br>아침이라면<br>나는 그 아침을 비춰주는<br>투명한 햇살이고 싶습니다<br>그대가<br>먼 길을 떠나온 나그네라면<br>나는 한 잔의<br>물이고 싶습니다<br>그대가<br>밤하늘이라면<br>나는 그 밤하늘의 아름다운<br>별들이고 싶습니다<br>그대가<br>꽃이라면<br>나는 그 곁에서 맴도는<br>향기이고 싶습니다<br>그대의<br>들려오는 음성만으로도<br>내 안에 가득해지는<br>행복함을 아시나요<br>그대와 마주치는<br>그 눈빛만으로도<br>터질 것 같은 내 마음을 아시나요<br>이것이<br>내가 그대에게 드리는<br>고백입니다
그대 내게 아픔이어도 좋다 , 오영해,<br>그대 내게 아픔이어도 좋다<br>그대로 인해<br>그리움으로 메마른 몸을 떨며<br>노을보다 붉게 눈이 젖어도<br>내겐 그대가 있지 않느냐<br>내게 그대 아픔이어도 좋다<br>가슴에 담긴 그대 가끔씩<br>아무는 상처 다시 후벼도<br>묻어나는 아픔보다 그대<br>더할 수 없는 위안이지 않느냐<br>그대 내게 아픔일 수만 있어도 좋다<br>견딜 수 없는 아픔으로<br>목숨이 잦아든다면<br>비바람에 들꽃이 향기를 더하듯<br>마땅히 내 삶도 그러하리라<br>내 안의 그대<br>아픔일 수만 있어도 살 만하리라<br>참을 수 없는 건<br>목숨보다 그리움이 짧아<br>그대 내게 아픔일 수 없을 때인 것이다
그대가 있다는 이유만으로도 , T. 제프란,"<br>그대가 이 세상에 있다는 이유만으로도<br>내 눈에 비친 세상은<br>더없이 눈부십니다.<br>그대와 함께<br>이 세상을 살아간다는 것만으로도<br>나는 행복에 겨워<br>눈물이 납니다.<br>세상이 무너져 버린다 해도<br>그대가 있다는 이유만으로<br>나는 더없이<br>행복할 것입니다.<br>그대는 이 세상에 존재하는<br>또 다른 나의 세상,<br>그대의 마음속은<br>내가 다시 태어나고 싶은 세계입니다.<br>그대가 존재한다는 것은<br>내가 살아가야 할 이유입니다.<br>그대와 함께 이 세상을 살아간다는 것은<br>영원히 내가 그대를 사랑해야 할 이유입니다."
그날 , 강엽의,<br>꽃은<br>계절을 이기지 못하여<br>못내 시들고<br>꽃내음도 아름다움과 함께<br>옅어져갑니다<br>그러나 여기<br>남은 자들의 그루터기에<br>핀 꽃은<br>시들지도 바래지도 않습니다<br>가장 아름다운 순간을 기다리며<br>활짝 피어나 있습니다<br>
그대 앞에 봄이 있다 , 김종해,<br>우리 살아가는 일 속에<br>파도치는 날 바람부는 날이<br>어디 한두 번이랴<br>그런 날은 조용히 닻을 내리고<br>오늘 일을 잠시라도<br>낮은 곳에 묻어 두어야 한다<br>우리 사랑하는 일 또한 그와 같아서<br>파도치는 날 바람부는 날은<br>높은 파도를 타지 않고<br>낮게낮게 밀물져야 한다<br>사랑하는 이여<br>상처 받지 않은 사랑이 어디 있으랴<br>추운 겨울 다 지내고<br>꽃필 차례가 바로 그대 앞에 있다<br>
그런 이름 , 정우경,<br>오래오래 아껴두었던<br>매끄러운 꽃그림 편지지에<br>편지를 쓰고 싶은 날이 있었습니다<br>서랍 깊은 곳에 넣어두고<br>한 번도 켜보지 못한 양초에<br>불을 켜고 싶은 날이 있었습니다<br>자꾸 들으면 닳아버릴까<br>아껴서 듣던 노래를<br>하루종일 듣고 싶은 날이 있었습니다<br>나만 혼자 알고 싶던<br>비밀 같은 시를<br>소리내어 읽고 싶은 날이 있었습니다<br>아......<br>그리고 그런 날에 함께하고 싶은<br>사람이 있었습니다<br>속으로만 조용히 불어보던<br>그런 이름이 있었습니다
그대 가까이 , 이성복,<br>자꾸만 발꿈치를 들어 보아도<br>당신은 보이지 않습니다<br>때로 기다림이 길어지면<br>원망하는 생각이 들어요<br>까마득한 하늘에 새털구름이<br>떠가도 무슨 노래를 불러<br>당신의 귓가에 닿을 수 있을까요<br>우리는 만나지 않았으니<br>헤어질 리 없고 헤어지지<br>않았어도 손잡을 수 없으니<br>이렇게 기다림이 길어지면<br>원망하는 생각이 늘어납니다<br>
그 사람을 그대는 가졌는가 , 함석헌,"<br>그 사람을 그대는 가졌는가<br>만리 길 나서는 길<br>처자를 내맡기며<br>맘놓고 갈 만한 사람<br>그 사람을 그대는 가졌는가<br>온 세상이 다 나를 버려<br>마음이 외로울 때에도<br>'너뿐이야' 하고 믿어지는<br>그 사람을 그대는 가졌는가<br>탔던 배 꺼지는 시간<br>구명대 서로 사양하며<br>'너만은 살아다오, 제발, 살아다오' 할<br>그 사람을 그대는 가졌는가<br>잊지 못할 이 세상을 놓고 떠나려 할 때<br>'너 하나 있으니' 하며<br>방긋이 웃고 눈을 감을<br>그 사람을 그대는 가졌는가<br>온 세상이 찬성보다는<br>'아니오' 하고 가만히 머리 흔들 그 한 얼굴 생각에<br>알뜰한 유혹을 물리치게 되는<br>그 사람을 그대는 가졌는가"
금잔디 , 김소월,"<br>잔디<br>잔디<br>금잔디<br>심심(深深)산천에 붙는 불은<br>가신 임 무덤가에 금잔디<br>봄이 왔네, 봄빛이 왔네<br>버드나무 끝에도 실가지에<br>봄빛이 왔네, 봄날이 왔네<br>심심 산천에도 금잔디에"
금강 , 안홍렬,<br>금강 근처에 살 때에는 강이 낯설어서<br>강가에 서기가 두려웠다<br>강가에 가면 강의 깊이와 만날 수 있을까<br>강을 찾아 가다가<br>중도에서 포기하기가 여러 번이었다<br>가만히 앉아서 강을 생각하면<br>강은 참으로 보고 싶다<br>강가에서 멀리 이사를 오고<br>결혼을 하고<br>아이를 하나 얻었다<br>그러나 강은 아직도 낯설고 두렵다<br>이제 강을 찾아가도 될 때라면<br>한 번 용기를 내야 하겠다<br>두려움은 피할수록 커지는 것<br>어서 강과 만나 늦은 이유를 말해야 하겠다.
긍정적인 밥 , 함민복,<br>시 한 편에 삼만 원이면<br>너무 박하다 싶다가도<br>쌀이 두 말인데 생각하면<br>금방 마음이 따뜻한 밥이 되네<br>시집 한 권에 삼천 원이면<br>든 공에 비해 헐하다 싶다가도<br>국밥이 한 그릇인데<br>내 시집이 국밥 한 그릇만큼<br>사람들 가슴에 따뜻하게 덮여줄 수 있을까<br>생각하면 아직 멀기만 하네<br>시집이 한 권 팔리면<br>내게 삼백 원이 돌아온다<br>박리다 싶다가도<br>굵은 소금이 한 됫박인데 생각하면<br>푸른 바다처럼 상할 마음 하나 없네
기도 , 김옥진,<br>소유가 아닌 빈 마음으로 사랑하게 하소서<br>받아서 채워지는 가슴보다<br>주어서 비워지는 가슴이게 하소서<br>지금까지 해 왔던 내 사랑에<br>티끌이 있었다면 용서하시고<br>앞으로 해 나갈 내 사랑은<br>맑게 흐르는 강물이게 하소서<br>위선보다 진실을 위해<br>나를 다듬어 나갈 수 있는 지혜를 주시고<br>바람에 떨구는 한 잎의 꽃잎일지라도<br>한없이 품어 안을<br>깊고 넓은 바다의 마음으로 살게 하소서<br>바람 앞에 스러지는 육체로 살지라도<br>선 앞에 강해지는 내가 되게 하소서<br>크신 임이여<br>그리 살게 하소서<br>철저한 고독으로 살지라도<br>사랑 앞에 깨어지고 낮아지는<br>항상 겸허하게 살게 하소서<br>크신 임이여
기쁨만 준 사람 , 예반,<br>어떤 이는<br>말합니다<br>당신이 내게 준 것은<br>오직 고통뿐이라고<br>나는<br>얼른 고쳐서 말하지요<br>당신은<br>기쁨만 준 사람이라고<br>그리고<br>내가 고통스럽게<br>보이는 것은<br>그 기쁨을<br>잃어버렸기 때문이라고<br>당신은<br>꼭 주어야 할 것만<br>내게 주었습니다<br>우린<br>웃는 법도<br>사는 법도<br>배웠습니다<br>사는 동안<br>절대로 잊지 않겠습니다<br>당신이 준 것은<br>그것이 무엇이든
기차는 간다 , 허수경,<br>기차는 지나가고 밤꽃은 지고<br>밤꽃은 지고 꽃자리도 지네<br>오 오 나보다 더 그리운 것도 가지만<br>나는 남네 기차는 가네<br>내 몸 속에 들어온 너의 몸을 추억하거니<br>그리운 것들은 그리운 것들끼리 몸이 먼저 닮아 있었구나<br>
"기억하라, 사랑하는 이가 있다는 것을 ", R. 핀치즈,<br>길이 너무 멀어 보일 때<br>어둠이 밀려올 때<br>모든 일이 다 틀어지고<br>친구를 찾을 수도 없을 때<br>그때는 기억하라<br>사랑하는 이가 있다는 것을<br>웃음 짓기 어렵고<br>기분이 울적할 때<br>날려고 날개를 펴도<br>날아오를 수 없을 때<br>그때는 기억하라<br>사랑하는 이가 있다는 것을<br>시간은 벌써 다 달아나 버리고<br>시작하기도 전에 끝나 버릴 때<br>조그만 일들이 당신을 가로막아<br>아무 일도 할 수 없을 때<br>그때는 기억하라<br>사랑하는 이가 있다는 것을<br>사랑하는 이가 멀리 떠나고<br>당신 홀로 있을 때<br>어떤 말을 해야 할지 모를 때<br>홀로 있다는 사실이 한없이 두려울 때<br>그때는 기억하라<br>사랑하는 이가 있다는 것을
기회를 드립니다 , U. 샤퍼,"<br>그대여,<br>내가 그대에게<br>있는 그대로의 나를,<br>나의 걱정을,<br>내 허물을 그대로 보여준다 해도<br>나를 받아들일 수 있겠습니까?<br>때로<br>이해 못 할 구석이 있다 하더라도<br>나를 사랑할 수 있겠습니까?<br>그대가 모르는<br>참기 어려운<br>내 모습을 보게 되더라도<br>나를 사랑할 수 있겠는지요?<br>그대가<br>나를 사랑함으로써 얻게 되는 것은<br>행복보다는<br>고통,<br>가난,<br>인간적인 약함과<br>하느님 앞에서 보이는 무기력뿐일 겁니다.<br>그러니<br>그대여,<br>한 번 더 신중히 생각할 기회를 드리겠습니다."
기다림 , 박창기,<br>임 떠난 포구에<br>엊그제 내린 빗줄기<br>파란 멍석 깔고 누워 있다<br>기다림은 사랑이라 했던가<br>애타는 마음 한 켠에 접어 두고<br>화려한 속마음만 넌지시 흘리고<br>홀연히 오실 먼 수평선에<br>그리움 가득 피어 오르면<br>나 기꺼이 달려가 두 손 꼬옥 잡고<br>내 마음 드려도 좋으련만<br>기다린 만큼 여물지 못한<br>내 여린 심사가<br>재회의 기쁨을 사뭇 찢어 놓는다<br>기다림은 못말리는 병이다<br>임밖에 아무도 보이지 않는<br>깊고 짙은 사랑병이다
기다림 , 곽재구,"- 연화리 시편 10<br><br>이른 새벽<br>강으로 나가는 내 발걸음에는<br>아직도 달콤한 잠의 향기가 묻어 있습니다<br>그럴 때면 나는<br>산자락을 타고 내려온 바람 중<br>눈빛 초롱하고 허리통 굵은 몇 올을 끌어다<br>눈에 생채기가 날 만큼 부벼댑니다<br>지난밤, 바뀐 것은 아무것도 없습니다<br>내 낡은 나룻배는 강둑에 매인 채 출렁이고<br>작은 물새 두 마리가 해 뜨는 쪽을 향하여<br>힘차게 날아갑니다<br>사랑하는 이여<br>설령 당신이 이 나루터를<br>영원히 찾아오지 않는다 해도<br>내 기다림은 끝나지 않습니다<br>설레이는 물살처럼 내 마음<br>설레이고 또 설레입니다."
기다림 , 강영미,"<br>무엇이든지 기다림이 필요하리라<br>기다릴 줄 아는 인내가 필요하리라<br>사랑하는 사람의 전화를,<br>만날 시간을,<br>'사랑해' 라는 가슴 짜릿한 말 한마디를,<br>버스가 올 시간을,<br>엘리베이터가 내려오기를,<br>목적지에 도착하기를,<br>파란불로 바뀌기를,<br>따뜻한 커피가 나오기를,<br>비가 오지 않으면 비가 올 때까지,<br>책이 다 읽혀질 때까지,<br>가을이 오고, 겨울이 올 때까지,<br>그래서 눈이 오고 또 꽃이 필 때까지,<br>밤이 오고, 아침이 될 때까지,<br>내일이 올 때까지, 내년이 될 때까지<br>이 세상의 모든 것은 기다림의 연속이다<br>나는 너를 기다리고, 너는 나를 기다리고."
기다림 , 모윤숙,<br>천 년을 한 줄 구슬에 꿰어<br>오시는 길을 한 줄 구슬에 이어 드리겠습니다<br>하루가 천 년에 닿도록<br>길고 긴 사무침에 목에 메오면<br>오시는 길엔 장미가 피어지지 않으오리다<br>오시는 길엔 달빛도 그늘지지 않으오리다<br>먼 나라의 사람처럼<br>당신은 이 마음의 방언을 왜 그리 몰라 들으십니까?<br>우러러 그리움이 꽃 피듯 피오면<br>그대는 저 오월강 위로 노를 저어 오시렵니까?<br>감초인 사랑이 석류알처럼 터지면<br>그대는 가만히 이 사랑을 안으려나이까?<br>내 곁에 계신 당신이온데<br>어이 이리 멀고 먼 생각의 가지에서만<br>사랑은 방황하다 돌아서 버립니까?<br>
